met_id,abbreviation,createdDate,updatedDate,fullName,description,synonyms,iupac,neutralFormula,chargedFormula,charge,avgmolweight,monoisotopicweight,miriam,biggId,lmId,ehmnId,hepatonetId,keggId,pubChemId,cheBlId,chembl,inchiString,inchiKey,smile,hmdb,metanetx,seed,pdmapName,reconMap,reconMap3,golgimap,lysosomemap,mitochondrionmap,nucleusmap,peroxisomemap,reticulummap,food_db,chemspider,biocyc,wikipedia,drugbank,knapsack,phenolExplorer,metlin,casRegistry,epa_id,echa_id,iuphar_id,fda_id,mesh_id,chodb_id,isHuman,isMicrobe,Compound_ID,Pathway_ID,Pathway_Name
1397,pacald,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:53.050140Z,Phenylacetaldehyde,"Human Metabolome Database (HMDB): Phenylacetaldehyde is one important oxidation-related aldehyde. Exposure to styrene gives phenylacetaldehyde as a secondary metabolite. Styrene has been implicated as reproductive toxicant, neurotoxicant, or carcinogen in vivo or in vitro. Phenylacetaldehyde could be formed by diverse thermal reactions during the cooking process together with C8 compounds is identified as a major aroma- active compound in cooked pine mushroom. Phenylacetaldehyde is readily oxidized to phenylacetic acid. Therefore will eventually be hydrolyzed and oxidized to yield phenylacetic acid that will be excreted primarily in the urine in conjugated form. (PMID: 16910727, 7818768, 15606130).",1-oxo-2-Phenylethane***2-Phenylacetaldehyde***2-Phenylethanal***alpha-Phenylacetaldehyde***alpha-Tolualdehyde***alpha-Toluic aldehyde***Benzacetaldehyde***Benzeneacetaldehyde***Hyacinthin***Phenacetaldehyde***Phenylacetic aldehyde***a-Phenylacetaldehyde***α-phenylacetaldehyde***a-Tolualdehyde***α-tolualdehyde***a-Toluic aldehyde***α-toluic aldehyde***.alpha.-toluic aldehyde***Benzenacetaldehyde***Benzylcarboxaldehyde***FEMA no. 2974***Oxophenylethane***Phenyl-acetaldehyde***Phenylethanal,Phenylacetaldehyde,,C8H8O,0,120.1485,120.0575149,http://identifiers.org/vmhmetabolite/pacald,pacald,,,HC00448,C00601,998,16424,,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",DTUQWGWMVIHBKE-UHFFFAOYSA-N,[H]C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],HMDB0006236,MNXM473,cpd00464,,pacald,pacald,,,pacald,,,,FDB012238,13876539,HYDRPHENYLAC-CPD,PAA,,C00007535,,,122-78-1,DTXSID3021483,,,,,pacald,True,True,cpd:C00601,path:map01100;path:map00643;path:map01120;path:map00360,Metabolic pathways;Styrene degradation;Microbial metabolism in diverse environments;Phenylalanine metabolism
919,paf_hs,2018-05-31T15:54:08.170242Z,2019-02-08T16:23:39.423530Z,PC(18:1(9Z)e/2:0),"Human Metabolome Database (HMDB): 2-Acetyl-1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine is an intermediate in ether lipid metabolism. 2-Acetyl-1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine is converted from 2-acetyl-1-octadecyl-sn-glycerol via diacylglycerol cholinephosphotransferase (EC: 2.7.8.2). This is an ether lipid with platelet-activating factor functions which has an acetyl group instead of an acyl chain at the second position (SN-2). Ether lipids are lipids in which one or more of the carbon atoms on glycerol is bonded to an alkyl chain via an ether linkage, as opposed to the usual ester linkage.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.",(2-Acetyloxy-3-octadec-9-enoxypropyl) 2-trimethylazaniumylethyl phosphate***2-Acetyl-1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine***PC(O-18:1(9Z)/2:0),(2-{[(2R)-2-(acetyloxy)-3-[(9Z)-octadec-9-en-1-yloxy]propyl phosphonato]oxy}ethyl)trimethylazanium,,C11H23O4NPFULLRCO2,0,549.7205,549.3794397,http://identifiers.org/vmhmetabolite/paf_hs,paf_hs,,,,C04598,16759362,847856,,,ZBOQHUSCQCEBGK-JLRCLJKCSA-N,[H]C([H])([H])C(=O)O[C@]([H])(C([H])([H])O[*])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],HMDB0011148,MNXM1973,,,paf_hs,paf_hs,,,,,,,FDB027923,24766792,,,,,,,,,,,,,,True,False,cpd:C04598,path:map01100;path:map05310;path:map04080;path:map00565,Metabolic pathways;Asthma;Neuroactive ligand-receptor interaction;Ether lipid metabolism
1407,pail345p_hs,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:37.722703Z,"Phosphatidylinositol-3,4,5-trisphosphate","Human Metabolome Database (HMDB): <p>Phosphatidylinositol (3,4,5)-trisphosphate (PtdIns(3,4,5)P3) commonly abbreviated to PIP3 is the product of the class I phosphoinositide 3-kinases (PI 3-kinases) activity on phosphatidylinositol (4,5)-bisphosphate. PtdIns(3,4,5)P3 is dephophosphorylated by the phosphatase, PTEN on the 3 position and by SHIPs (SH2-containing inositol phosphatase) on the 5' position of the inositol ring.</p>. <p>The PH domain in a number of proteins binds to PtdIns(3,4,5)P3. Such proteins include Akt/PKB, PDK1, Btk1 and ARNO. The generation of PtdIns(3,4,5)P3 at the plasma membrane upon the activation of class I PI 3-kinases causes these proteins to translocate to the plasma membrane and accordingly affects their activity. The PH domain allows binding between PtdIns(3,4,5)P3 and G-protein coupled receptor kinases (GRKs). This enhances the binding of the GRK to the plasma membrane. (Wikipedia)</p>.","1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4',5'-bisphosphate)***1-Phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate","{[(1S,2S,3S,4S,5R,6S)-3-({[2,2-bis(acetyloxy)ethoxy](hydroxy)phosphoryl}oxy)-2,4-dihydroxy-5,6-bis(phosphonooxy)cyclohexyl]oxy}phosphonic acid",,C9H13O18P4FULLRCO2FULLR2CO2,-7,644.2008,643.9709685,http://identifiers.org/vmhmetabolite/pail345p_hs,pail345p_hs,,,,C05981,,16618,,,RQQIRMLGKSPXSE-UQPICLANSA-N,[H]O[C@@]1([H])[C@@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]1([H])OP([O-])([O-])=O,HMDB0004249,MNXM90654,,,pail345p_hs,pail345p_hs,,,,pail345p_hs,,pail345p_hs,FDB023351,,PHOSPHATIDYL-INOSITOL-345-TRISPHOSPHAT,,,,,,,,,,,,,True,False,cpd:C05981,path:map05132;path:map04012;path:map04151;path:map05200;path:map04722;path:map05166;path:map05226;path:map04068;path:map04917;path:map04071;path:map04960;path:map04973;path:map05131;path:map01521;path:map04144;path:map04150;path:map04510;path:map04140;path:map05225;path:map05167;path:map05170;path:map05417;path:map04810;path:map04662;path:map04613;path:map05169;path:map05222;path:map05223;path:map04211;path:map05231;path:map05235;path:map04666;path:map04062;path:map04926;path:map04910;path:map00562;path:map04931;path:map05212;path:map05142;path:map01100;path:map04664;path:map04914;path:map04611;path:map04919;path:map04213;path:map04650;path:map05010;path:map05214;path:map05162;path:map04212;path:map05415;path:map04210;path:map05220;path:map04070;path:map04370;path:map04152;path:map04014;path:map05135;path:map04218;path:map05213;path:map05160;path:map05224;path:map05207;path:map04072;path:map05208;path:map05165;path:map05210;path:map05168;path:map05221;path:map05215;path:map05164;path:map05218;path:map04660;path:map05163;path:map05145,Salmonella infection;ErbB signaling pathway;PI3K-Akt signaling pathway;Pathways in cancer;Neurotrophin signaling pathway;Human T-cell leukemia virus 1 infection;Gastric cancer;FoxO signaling pathway;Prolactin signaling pathway;Sphingolipid signaling pathway;Aldosterone-regulated sodium reabsorption;Carbohydrate digestion and absorption;Shigellosis;EGFR tyrosine kinase inhibitor resistance;Endocytosis;mTOR signaling pathway;Focal adhesion;Autophagy - animal;Hepatocellular carcinoma;Kaposi sarcoma-associated herpesvirus infection;Human immunodeficiency virus 1 infection;Lipid and atherosclerosis;Regulation of actin cytoskeleton;B cell receptor signaling pathway;Neutrophil extracellular trap formation;Epstein-Barr virus infection;Small cell lung cancer;Non-small cell lung cancer;Longevity regulating pathway;Choline metabolism in cancer;PD-L1 expression and PD-1 checkpoint pathway in cancer;Fc gamma R-mediated phagocytosis;Chemokine signaling pathway;Relaxin signaling pathway;Insulin signaling pathway;Inositol phosphate metabolism;Insulin resistance;Pancreatic cancer;Chagas disease;Metabolic pathways;Fc epsilon RI signaling pathway;Progesterone-mediated oocyte maturation;Platelet activation;Thyroid hormone signaling pathway;Longevity regulating pathway - multiple species;Natural killer cell mediated cytotoxicity;Alzheimer disease;Glioma;Measles;Longevity regulating pathway - worm;Diabetic cardiomyopathy;Apoptosis;Chronic myeloid leukemia;Phosphatidylinositol signaling system;VEGF signaling pathway;AMPK signaling pathway;Ras signaling pathway;Yersinia infection;Cellular senescence;Endometrial cancer;Hepatitis C;Breast cancer;Chemical carcinogenesis - receptor activation;Phospholipase D signaling pathway;Chemical carcinogenesis - reactive oxygen species;Human papillomavirus infection;Colorectal cancer;Herpes simplex virus 1 infection;Acute myeloid leukemia;Prostate cancer;Influenza A;Melanoma;T cell receptor signaling pathway;Human cytomegalovirus infection;Toxoplasmosis
1408,pail34p_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:34:29.811859Z,"1-Phosphatidyl-1D-Myo-Inositol 3,4-Bisphosphate",,,,,C9H14O15P3FULLRCO2FULLR2CO2,-5,,,http://identifiers.org/vmhmetabolite/pail34p_hs,pail34p_hs,,,,C11554,,16152,,,,[H]O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]1([H])OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O,,MNXM90428,,,pail34p_hs,pail34p_hs,,,,pail34p_hs,,,,,,,,,,,,,,,,,,True,False,cpd:C11554,path:map05132;path:map01100;path:map04810;path:map04914;path:map04070;path:map00562,Salmonella infection;Metabolic pathways;Regulation of actin cytoskeleton;Progesterone-mediated oocyte maturation;Phosphatidylinositol signaling system;Inositol phosphate metabolism
1410,pail35p_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:44.605822Z,"1-Phosphatidyl-1D-Myo-Inositol 3,5-Bisphosphate",,,,,C9H14O15P3FULLRCO2FULLR2CO2,-5,,,http://identifiers.org/vmhmetabolite/pail35p_hs,pail35p_hs,,CE5132,,C11556,,,,,,[H]O[C@@]1([H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,MNXM7658,,,pail35p_hs,pail35p_hs,,,,pail35p_hs,,pail35p_hs,,,,,,,,,,,,,,,,True,False,cpd:C11556,path:map01100;path:map04144;path:map04020;path:map04070;path:map00562,Metabolic pathways;Endocytosis;Calcium signaling pathway;Phosphatidylinositol signaling system;Inositol phosphate metabolism
1409,pail3p_hs,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:24.859776Z,1-Phosphatidyl-1D-myo-inositol 3-phosphate,Human Metabolome Database (HMDB): 1-Phosphatidyl-1D-myo-inositol 3-phosphate is a substrate for FYVE finger-containing phosphoinositide kinase and Neutrophil cytosol factor 4.,Phosphatidylinositol 3-phosphate***PtdINS3p***Phosphatidylinositol 3-monophosphate,"(2R)-2-({[hydroxy({[(1S,2R,3S,4S,5R,6R)-2,3,4,6-tetrahydroxy-5-(phosphonooxy)cyclohexyl]oxy})phosphoryl]oxy}methyl)butanedioic acid",,C9H15O12P2FULLRCO2FULLR2CO2,-3,470.2144,470.0226576,http://identifiers.org/vmhmetabolite/pail3p_hs,pail3p_hs,,,,C04549,6857403,17283,,,YKMGQFUXYYTRLF-SLJXNWFNSA-N,[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]1([H])O[H],HMDB0003850,MNXM90514,,,pail3p_hs,pail3p_hs,,,,pail3p_hs,,,FDB023237,5256742,CPD-177,Phosphatidylinositol 3-phosphate,,,,6985,,,,,,,,True,False,cpd:C04549,path:map05132;path:map05016;path:map01100;path:map05152;path:map05014;path:map04136;path:map05010;path:map05017;path:map05022;path:map04145;path:map04144;path:map05131;path:map04070;path:map00562;path:map04140;path:map04138,Salmonella infection;Huntington disease;Metabolic pathways;Tuberculosis;Amyotrophic lateral sclerosis;Autophagy - other;Alzheimer disease;Spinocerebellar ataxia;Pathways of neurodegeneration - multiple diseases;Phagosome;Endocytosis;Shigellosis;Phosphatidylinositol signaling system;Inositol phosphate metabolism;Autophagy - animal;Autophagy - yeast
1387,pail45p_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:34:29.685126Z,"Phosphatidylinositol 4,5-Bisphosphate",,,,,C9H14O15P3FULLRCO2FULLR2CO2,-5,,,http://identifiers.org/vmhmetabolite/pail45p_hs,pail45p_hs,,,,C04637,,28910,,,,[H]O[C@]1([H])[C@]([H])(O[H])[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]1([H])OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O,,MNXM2711,,,pail45p_hs,pail45p_hs,,,pail45p_hs,pail45p_hs,,,,,,,,,,,,,,,,,,True,False,cpd:C04637,path:map01100;path:map04810;path:map04151;path:map04072;path:map00562;path:map04929;path:map04725;path:map04666;path:map05131;path:map04144;path:map04070;path:map04510;path:map05135;path:map04670,Metabolic pathways;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Phospholipase D signaling pathway;Inositol phosphate metabolism;GnRH secretion;Cholinergic synapse;Fc gamma R-mediated phagocytosis;Shigellosis;Endocytosis;Phosphatidylinositol signaling system;Focal adhesion;Yersinia infection;Leukocyte transendothelial migration
1388,pail4p_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:34:34.755988Z,1-Phosphatidyl-1D-Myo-Inositol 4-Phosphate,,,,,C9H15O12P2FULLRCO2FULLR2CO2,-3,,,http://identifiers.org/vmhmetabolite/pail4p_hs,pail4p_hs,,,,C01277,,17526,,,,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,MNXM2456,,,pail4p_hs,pail4p_hs,,,,pail4p_hs,,,,,,,,,,,,,,,,,,True,False,cpd:C01277,path:map04070;path:map01100;path:map00562;path:map05134,Phosphatidylinositol signaling system;Metabolic pathways;Inositol phosphate metabolism;Legionellosis
1411,pail5p_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:44.816464Z,1-Phosphatidyl-1D-Myo-Inositol 5-Phosphate,,,,,C9H15O12P2FULLRCO2FULLR2CO2,-3,,,http://identifiers.org/vmhmetabolite/pail5p_hs,pail5p_hs,,CE5101,,C11557,,16500,,,,[H]O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(OP([O-])([O-])=O)[C@@]([H])(O[H])[C@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]1([H])O[H],,MNXM4242,,,pail5p_hs,pail5p_hs,pail5p_hs,,,pail5p_hs,,pail5p_hs,,,,,,,,,,,,,,,,True,False,cpd:C11557,path:map04070;path:map01100;path:map00562;path:map05131,Phosphatidylinositol signaling system;Metabolic pathways;Inositol phosphate metabolism;Shigellosis
568,pail_hs,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:48.196624Z,1-Phosphatidyl-1D-Myo-Inositol,,,,,C9H16O9PFULLRCO2FULLR2CO2,-1,,,http://identifiers.org/vmhmetabolite/pail_hs,pail_hs,,,,,,,,,,[H]O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OP([O-])(=O)OC([H])([H])[C@]([H])(OC([*])=O)C([H])([H])OC([*])=O)[C@]([H])(O[H])[C@]1([H])O[H],,MNXM2416,,,pail_hs,pail_hs,pail_hs,,,pail_hs,,pail_hs,,,,,,,,,,,,,,,,True,False,,,
2610,pailar_hs,2018-05-31T15:54:08.170242Z,2018-06-26T14:05:26.491498Z,1-Arachidonoylglycerophosphoinositol,,,,,C29H48O12P,-1,,,http://identifiers.org/vmhmetabolite/pailar_hs,,,,,,,,,"InChI=1S/C29H49O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(31)39-20-22(30)21-40-42(37,38)41-29-27(35)25(33)24(32)26(34)28(29)36/h6-7,9-10,12-13,15-16,22,24-30,32-36H,2-5,8,11,14,17-21H2,1H3,(H,37,38)/p-1/b7-6?,10-9?,13-12?,16-15-/t22-,24-,25-,26+,27-,28-,29-/m1/s1",LXUGKKVCSTYZFK-VYESIODOSA-M,[H]O[C@]([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],,,,,,pailar_hs,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2571,pailpalm_hs,2018-05-31T15:54:08.170242Z,2018-06-26T14:05:26.914084Z,1-Palmitoylglycerophosphoinositol,,,,,C25H48O12P,-1,,,http://identifiers.org/vmhmetabolite/pailpalm_hs,,,,,,,,,"InChI=1S/C25H49O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)35-16-18(26)17-36-38(33,34)37-25-23(31)21(29)20(28)22(30)24(25)32/h18,20-26,28-32H,2-17H2,1H3,(H,33,34)/p-1/t18-,20-,21-,22+,23-,24-,25-/m1/s1",UOXRPRZMAROFPH-OAOCPRPWSA-M,[H]O[C@]([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],,,,,,pailpalm_hs,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2574,pailste_hs,2018-05-31T15:54:08.170242Z,2018-06-26T14:05:27.342388Z,1-Stearoylglycerophosphoinositol,,,,,C27H52O12P,-1,,,http://identifiers.org/vmhmetabolite/pailste_hs,,,,,,,,,"InChI=1S/C27H53O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h20,22-28,30-34H,2-19H2,1H3,(H,35,36)/p-1/t20-,22-,23-,24+,25-,26-,27-/m1/s1",MXAFDFDAIFZFET-CZDOQZASSA-M,[H]O[C@]([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)O[C@@]1([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],,,,,,pailste_hs,,,,,,,,,,,,,,,,,,,,,,True,False,,,
1008,palmACP,2018-05-31T15:54:08.170242Z,2019-02-01T14:35:35.479622Z,Palmitoyl-ACP (N-C16:0ACP),,,,,C27H51N2O8PRS,-1,,,http://identifiers.org/vmhmetabolite/palmACP,palmACP,,,HC01607,C05764,,,,,,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)S[*],,MNXM2026,cpd15277,,palmACP,,,,,,,,,,,,,,,,,,,,,,palmACP,True,True,cpd:C05764,path:map01212;path:map01100;path:map01040;path:map00061,Fatty acid metabolism;Metabolic pathways;Biosynthesis of unsaturated fatty acids;Fatty acid biosynthesis
1389,pan4p,2018-05-31T15:54:08.170242Z,2019-02-08T16:20:57.777417Z,Pantetheine 4'-phosphate,"Human Metabolome Database (HMDB): Pantetheine 4'-phosphate, or 4'-phosphopantetheine, is a metabolite in the pantothenate and coenzyme A biosynthesis pathway. It can be generated from Pantatheine (via pantothenate kinase 1) or R-4'-Phospho-pantothenoyl-L-cysteine (via phosphopantothenoylcysteine decarboxylase) or Dephospho-CoA (via 4'-phosphopantetheine adenylyl-transferase and ectonucleotide pyrophosphatase). In most mammals, coenzyme A can be hydrolyzed to pantetheine and pantothenate in the intestinal lumen via the following series of reactions: coenzyme A leads to phosphopantetheine leads to pantetheine leads to pantothenate. The conversion of 4'-phosphopantetheine (4'-PP) to dephospho-CoA, is catalyzed by 4'-phosphopantetheine adenylyl-transferase. In mammalian systems, this step may occur in the mitochondria or in the cytosol. (PMID: 1746161) It has been identified as an essential cofactor in in the biosynthesis of fatty acids, polyketides, depsipeptides, peptides, and compounds derived from both carboxylic and amino acid precursors. In particular it is a key prosthetic group of acyl carrier protein (ACP) and peptidyl carrier proteins (PCP) and aryl carrier proteins (ArCP) derived from Coenzyme A. Phosphopantetheine fulfils two demands. Firstly, the intermediates remain covalently linked to the synthases (or synthetases) in an energy-rich thiol ester linkage. Secondly, the flexibility and length of phosphopantetheine chain (approximately 2 nm) allows the covalently tethered intermediates to have access to spatially distinct enzyme active sites.",4'-Phosphopantetheine***Pantotheine-4'-phosphate***Phosphopantetheine***PSH-4'-P***Pantetheine 4'-phosphoric acid***Pantotheine-4'-phosphoric acid***4'-Phosphopantotheine***D-Pantetheine 4'-phosphate***phospho-Pantotheine,"[3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propoxy]phosphonic acid",,C11H21N2O7PS,-2,358.348,358.0963583,http://identifiers.org/vmhmetabolite/pan4p,pan4p,,,HC00681,C01134,987,16858,,"InChI=1S/C11H23N2O7PS/c1-11(2,7-20-21(17,18)19)9(15)10(16)13-4-3-8(14)12-5-6-22/h9,15,22H,3-7H2,1-2H3,(H,12,14)(H,13,16)(H2,17,18,19)/p-2",JDMUPRLRUUMCTL-UHFFFAOYSA-L,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])([O-])=O,HMDB0001416,MNXM373,cpd00834,,pan4p,pan4p,,,pan4p,,,,FDB022609,962,PANTETHEINE-P,,,C00007448,,,2226-71-3,,,,,,pan4p,True,True,cpd:C01134,path:map01100;path:map00770;path:map01240;path:map01110;path:map00332,Metabolic pathways;Pantothenate and CoA biosynthesis;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Carbapenem biosynthesis
37,pap,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:15.406995Z,"Adenosine 3',5'-diphosphate","Human Metabolome Database (HMDB): Adenosine 3', 5'-diphosphate or PAP is a nucleotide that is closely related to ADP. It has two phosphate groups attached to the 5' and 3' positions of the pentose sugar ribose (instead of pyrophosphoric acid at the 5' position, as found in ADP), and the nucleobase adenine. PAP is converted to PAPS by Sulfotransferase and then back to PAP after the sulfotransferase reaction. Sulfotransferase (STs) catalyze the transfer reaction of the sulfate group from the ubiquitous donor 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to an acceptor group of numerous substrates. This reaction, often referred to as sulfuryl transfer, sulfation, or sulfonation, is widely observed from bacteria to humans and plays a key role in various biological processes such as cell communication, growth and development, and defense. PAP also appears to a role in bipolar depression. Phosphatases converting 3'-phosphoadenosine 5'-phosphate (PAP) into adenosine 5'-phosphate are of fundamental importance in living cells as the accumulation of PAP is toxic to several cellular systems. These enzymes are lithium-sensitive and we have characterized a human PAP phosphatase as a potential target of lithium therapy.","3'-Phosphoadenylate***Adenosine 3',5'-bisphosphate***PAP***Phosphoadenosine phosphate***3'-Phosphoadenylic acid***Adenosine 3',5'-diphosphoric acid***Adenosine 3',5'-bisphosphoric acid***Phosphoadenosine phosphoric acid***3'-Phosphoryl-AMP***3,5-ADP***3,5-Diphosphoadenosine***3-Phosphoadenosine 5-phosphate***5-(Dihydrogen phosphate) 3-adenylate***5-(Dihydrogen phosphate)3'-adenylic acid***Adenosine 3,5-bis***Adenosine 3,5-bisphosphate***Adenosine 3'-phosphate-5'-phosphate, disodium salt***3'-Phosphoadenosine 5'-phosphate***Adenosine 3'-phosphate-5'-phosphate, monosodium salt***3',5'-ADP***Adenosine 3'-phosphate-5'-phosphate","{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}phosphonic acid",,C10H11N5O10P2,-4,427.2011,427.0294147,http://identifiers.org/vmhmetabolite/pap,pap,,,HC00059,C00054,159296,17985,,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/p-4/t4-,6-,7-,10-/m1/s1",WHTCPDAXWFLDIH-KQYNXXCUSA-J,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])OP([O-])([O-])=O)N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],HMDB0000061,MNXM45,cpd00045,,pap,pap,pap,,,,,,FDB021887,140102,3-5-ADP,,,C00019352,,,1053-73-2,,,,,,pap,True,True,cpd:C00054,path:map00770;path:map01100;path:map00532;path:map00230;path:map00920;path:map00534,Pantothenate and CoA biosynthesis;Metabolic pathways;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate;Purine metabolism;Sulfur metabolism;Glycosaminoglycan biosynthesis - heparan sulfate / heparin
